Account_ID,Account_Name,Account_Type,Category,Is_Active,Created_Date
ACC101261,Account_1261,Expense,COGS,Yes,2017-01-11
ACC101262,Account_1262,Asset,Long-Term Debt,Yes,2019-06-02
ACC101263,Account_1263,Revenue,Cash,Yes,2017-10-17
ACC101264,Account_1264,Asset,Long-Term Debt,Yes,2023-01-30
ACC101265,Account_1265,Asset,Accounts Payable,Yes,2022-11-28
ACC101266,Account_1266,Liability,Accounts Payable,Yes,2022-08-08
ACC101267,Account_1267,Expense,Long-Term Debt,Yes,2021-12-23
ACC101268,Account_1268,Liability,Service Revenue,Yes,2022-11-16
ACC101269,Account_1269,Equity,Operating Expense,Yes,2021-03-21
ACC101270,Account_1270,Liability,Service Revenue,No,2018-11-13
ACC101271,Account_1271,Expense,Accounts Payable,Yes,2020-04-24
ACC101272,Account_1272,Asset,Accounts Receivable,Yes,2019-03-23
ACC101273,Account_1273,Expense,COGS,Yes,2020-11-12
ACC101274,Account_1274,Revenue,Operating Expense,Yes,2021-04-03
ACC101275,Account_1275,Asset,Inventory,Yes,2020-01-01
ACC101276,Account_1276,Revenue,Accounts Payable,No,2019-01-15
ACC101277,Account_1277,Revenue,Service Revenue,No,2017-10-29
ACC101278,Account_1278,Equity,Accounts Receivable,No,2021-08-16
ACC101279,Account_1279,Equity,Owner Equity,Yes,2019-05-07
ACC101280,Account_1280,Asset,Owner Equity,Yes,2015-03-02
ACC101281,Account_1281,Revenue,Owner Equity,Yes,2015-01-08
ACC101282,Account_1282,Revenue,COGS,Yes,2021-04-08
ACC101283,Account_1283,Expense,Owner Equity,Yes,2017-08-03
ACC101284,Account_1284,Equity,Service Revenue,Yes,2017-07-09
ACC101285,Account_1285,Asset,Sales Revenue,No,2019-09-09
ACC101286,Account_1286,Asset,Owner Equity,Yes,2018-02-20
ACC101287,Account_1287,Equity,Accounts Receivable,Yes,2020-06-11
ACC101288,Account_1288,Asset,Long-Term Debt,Yes,2015-02-17
ACC101289,Account_1289,Equity,Accounts Payable,Yes,2017-10-11
ACC101290,Account_1290,Revenue,Sales Revenue,Yes,2015-03-16
ACC101291,Account_1291,Liability,COGS,No,2022-08-19
ACC101292,Account_1292,Equity,Accounts Payable,Yes,2015-12-31
ACC101293,Account_1293,Liability,Accounts Payable,Yes,2021-07-14
ACC101294,Account_1294,Equity,COGS,Yes,2020-07-11
ACC101295,Account_1295,Revenue,Owner Equity,Yes,2020-08-31
ACC101296,Account_1296,Liability,Inventory,Yes,2015-11-14
ACC101297,Account_1297,Expense,Accounts Receivable,Yes,2017-04-17
ACC101298,Account_1298,Asset,Sales Revenue,No,2016-12-12
ACC101299,Account_1299,Revenue,Fixed Assets,Yes,2016-10-01
ACC101300,Account_1300,Asset,Cash,Yes,2018-04-19
ACC101301,Account_1301,Expense,Fixed Assets,No,2016-03-10
ACC101302,Account_1302,Equity,Long-Term Debt,Yes,2017-11-25
ACC101303,Account_1303,Revenue,Service Revenue,Yes,2016-02-11
ACC101304,Account_1304,Liability,Operating Expense,Yes,2022-07-29
ACC101305,Account_1305,Asset,Fixed Assets,Yes,2020-11-20
ACC101306,Account_1306,Equity,Fixed Assets,Yes,2020-10-01
ACC101307,Account_1307,Equity,Cash,Yes,2023-02-03
ACC101308,Account_1308,Revenue,Inventory,Yes,2018-07-30
ACC101309,Account_1309,Liability,Service Revenue,Yes,2019-10-08
ACC101310,Account_1310,Asset,COGS,No,2017-01-09
ACC101311,Account_1311,Asset,Service Revenue,Yes,2016-01-24
ACC101312,Account_1312,Revenue,COGS,No,2018-05-09
ACC101313,Account_1313,Expense,Fixed Assets,Yes,2020-08-24
ACC101314,Account_1314,Revenue,Owner Equity,Yes,2021-02-09
ACC101315,Account_1315,Equity,Cash,Yes,2015-08-21
ACC101316,Account_1316,Revenue,Accounts Payable,Yes,2018-05-05
ACC101317,Account_1317,Equity,Sales Revenue,Yes,2017-10-20
ACC101318,Account_1318,Equity,Operating Expense,Yes,2016-10-01
ACC101319,Account_1319,Asset,Sales Revenue,Yes,2015-10-25
ACC101320,Account_1320,Expense,Service Revenue,Yes,2017-05-02
ACC101321,Account_1321,Equity,Accounts Payable,Yes,2019-01-26
ACC101322,Account_1322,Revenue,COGS,Yes,2017-06-20
ACC101323,Account_1323,Equity,Cash,Yes,2018-10-21
ACC101324,Account_1324,Equity,Long-Term Debt,Yes,2020-10-16
ACC101325,Account_1325,Equity,Accounts Payable,No,2018-05-17
ACC101326,Account_1326,Liability,Accounts Receivable,No,2017-03-18
ACC101327,Account_1327,Revenue,Inventory,Yes,2017-11-20
ACC101328,Account_1328,Liability,Fixed Assets,Yes,2020-04-12
ACC101329,Account_1329,Asset,Long-Term Debt,Yes,2016-11-17
ACC101330,Account_1330,Revenue,Operating Expense,Yes,2021-05-16
ACC101331,Account_1331,Equity,Inventory,Yes,2021-05-15
ACC101332,Account_1332,Asset,Service Revenue,Yes,2020-12-18
ACC101333,Account_1333,Asset,Long-Term Debt,Yes,2016-02-19
ACC101334,Account_1334,Revenue,Owner Equity,Yes,2020-05-29
ACC101335,Account_1335,Asset,Fixed Assets,Yes,2017-07-04
ACC101336,Account_1336,Equity,Inventory,Yes,2021-04-24
ACC101337,Account_1337,Equity,Inventory,Yes,2015-06-11
ACC101338,Account_1338,Equity,Long-Term Debt,Yes,2017-04-11
ACC101339,Account_1339,Liability,Cash,Yes,2017-12-25
ACC101340,Account_1340,Equity,Operating Expense,Yes,2021-10-14
ACC101341,Account_1341,Liability,Sales Revenue,Yes,2021-04-10
ACC101342,Account_1342,Expense,Accounts Payable,Yes,2019-12-12
ACC101343,Account_1343,Revenue,Service Revenue,Yes,2022-09-23
ACC101344,Account_1344,Expense,Fixed Assets,Yes,2019-03-16
ACC101345,Account_1345,Equity,Inventory,Yes,2022-08-01
ACC101346,Account_1346,Expense,Operating Expense,No,2021-06-11
ACC101347,Account_1347,Revenue,Service Revenue,Yes,2021-05-08
ACC101348,Account_1348,Revenue,Operating Expense,Yes,2020-04-30
ACC101349,Account_1349,Revenue,Inventory,Yes,2015-04-12
ACC101350,Account_1350,Equity,COGS,No,2020-08-18
ACC101351,Account_1351,Expense,Fixed Assets,Yes,2020-09-18
ACC101352,Account_1352,Expense,Cash,Yes,2017-12-21
ACC101353,Account_1353,Equity,Accounts Payable,Yes,2018-09-19
ACC101354,Account_1354,Expense,Owner Equity,Yes,2015-12-29
ACC101355,Account_1355,Expense,Cash,Yes,2016-07-10
ACC101356,Account_1356,Expense,COGS,Yes,2016-10-12
ACC101357,Account_1357,Expense,Operating Expense,Yes,2015-06-12
ACC101358,Account_1358,Equity,Long-Term Debt,Yes,2015-07-30
ACC101359,Account_1359,Revenue,Fixed Assets,Yes,2017-11-16
ACC101360,Account_1360,Equity,Fixed Assets,Yes,2022-11-04
ACC101361,Account_1361,Revenue,Inventory,Yes,2023-02-27
ACC101362,Account_1362,Asset,Fixed Assets,Yes,2018-04-20
ACC101363,Account_1363,Revenue,Accounts Receivable,No,2015-06-15
ACC101364,Account_1364,Liability,Cash,Yes,2021-11-21
ACC101365,Account_1365,Revenue,Accounts Receivable,Yes,2021-01-29
ACC101366,Account_1366,Equity,Sales Revenue,Yes,2021-06-29
ACC101367,Account_1367,Revenue,Operating Expense,Yes,2021-01-18
ACC101368,Account_1368,Asset,Accounts Receivable,Yes,2015-08-20
ACC101369,Account_1369,Liability,Owner Equity,Yes,2017-03-01
ACC101370,Account_1370,Expense,Long-Term Debt,Yes,2017-07-22
ACC101371,Account_1371,Revenue,Operating Expense,No,2022-06-06
ACC101372,Account_1372,Equity,Inventory,Yes,2020-09-01
ACC101373,Account_1373,Liability,Operating Expense,No,2015-04-12
ACC101374,Account_1374,Revenue,Cash,Yes,2017-09-14
ACC101375,Account_1375,Liability,Service Revenue,Yes,2021-03-26
ACC101376,Account_1376,Equity,COGS,Yes,2017-04-04
ACC101377,Account_1377,Liability,Inventory,Yes,2022-12-21
ACC101378,Account_1378,Expense,Cash,Yes,2016-07-01
ACC101379,Account_1379,Asset,COGS,Yes,2022-04-07
ACC101380,Account_1380,Liability,COGS,Yes,2015-07-03
ACC101381,Account_1381,Liability,Inventory,Yes,2018-04-05
ACC101382,Account_1382,Asset,Fixed Assets,Yes,2016-09-04
ACC101383,Account_1383,Revenue,Service Revenue,Yes,2015-02-26
ACC101384,Account_1384,Asset,COGS,Yes,2022-08-02
ACC101385,Account_1385,Equity,Service Revenue,Yes,2019-10-06
ACC101386,Account_1386,Expense,Operating Expense,No,2020-02-10
ACC101387,Account_1387,Asset,Inventory,Yes,2015-03-24
ACC101388,Account_1388,Liability,Cash,Yes,2022-10-17
ACC101389,Account_1389,Expense,Fixed Assets,Yes,2019-01-04
ACC101390,Account_1390,Asset,COGS,Yes,2015-09-22
ACC101391,Account_1391,Expense,Service Revenue,Yes,2015-01-09
ACC101392,Account_1392,Revenue,Fixed Assets,Yes,2018-06-10
ACC101393,Account_1393,Liability,Cash,Yes,2017-08-06
ACC101394,Account_1394,Revenue,Operating Expense,Yes,2023-03-09
ACC101395,Account_1395,Liability,Accounts Payable,Yes,2019-03-19
ACC101396,Account_1396,Liability,Inventory,Yes,2018-08-21
ACC101397,Account_1397,Asset,Owner Equity,Yes,2016-05-21
ACC101398,Account_1398,Liability,Long-Term Debt,Yes,2020-07-16
ACC101399,Account_1399,Liability,Sales Revenue,Yes,2018-10-04
ACC101400,Account_1400,Liability,COGS,Yes,2020-06-22
ACC101401,Account_1401,Liability,Cash,Yes,2020-07-06
ACC101402,Account_1402,Equity,COGS,Yes,2016-06-13
ACC101403,Account_1403,Expense,Long-Term Debt,Yes,2021-09-13
ACC101404,Account_1404,Expense,Service Revenue,Yes,2018-07-15
ACC101405,Account_1405,Expense,Operating Expense,Yes,2022-01-10
ACC101406,Account_1406,Liability,Operating Expense,Yes,2022-05-03
ACC101407,Account_1407,Asset,Service Revenue,Yes,2017-09-09
ACC101408,Account_1408,Expense,Accounts Receivable,Yes,2015-07-21
ACC101409,Account_1409,Expense,Owner Equity,Yes,2022-08-11
ACC101410,Account_1410,Equity,Service Revenue,Yes,2019-03-03
ACC101411,Account_1411,Revenue,COGS,Yes,2021-11-07
ACC101412,Account_1412,Liability,COGS,Yes,2017-04-16
ACC101413,Account_1413,Equity,Sales Revenue,Yes,2018-11-05
ACC101414,Account_1414,Asset,Owner Equity,Yes,2016-03-12
ACC101415,Account_1415,Revenue,Inventory,Yes,2015-03-04
ACC101416,Account_1416,Asset,COGS,Yes,2020-03-15
ACC101417,Account_1417,Asset,Cash,Yes,2019-10-26
ACC101418,Account_1418,Asset,Service Revenue,Yes,2015-01-01
ACC101419,Account_1419,Asset,Inventory,Yes,2021-11-23
ACC101420,Account_1420,Asset,Cash,Yes,2023-03-15
ACC101421,Account_1421,Liability,Operating Expense,No,2020-06-08
ACC101422,Account_1422,Revenue,Sales Revenue,No,2017-09-07
ACC101423,Account_1423,Liability,Accounts Receivable,Yes,2020-09-05
ACC101424,Account_1424,Liability,Service Revenue,Yes,2015-12-17
ACC101425,Account_1425,Equity,Owner Equity,Yes,2018-05-01
ACC101426,Account_1426,Asset,Service Revenue,Yes,2015-01-16
ACC101427,Account_1427,Asset,COGS,No,2021-02-24
ACC101428,Account_1428,Asset,Inventory,Yes,2016-08-17
ACC101429,Account_1429,Expense,Sales Revenue,Yes,2018-09-09
ACC101430,Account_1430,Expense,Service Revenue,Yes,2017-05-05
ACC101431,Account_1431,Liability,COGS,Yes,2015-09-23
ACC101432,Account_1432,Equity,Fixed Assets,Yes,2020-12-29
ACC101433,Account_1433,Expense,Sales Revenue,Yes,2019-01-09
ACC101434,Account_1434,Expense,Fixed Assets,Yes,2021-12-18
ACC101435,Account_1435,Revenue,Inventory,No,2022-12-12
ACC101436,Account_1436,Asset,Owner Equity,Yes,2019-04-20
ACC101437,Account_1437,Liability,Accounts Payable,Yes,2021-08-10
ACC101438,Account_1438,Expense,Accounts Payable,Yes,2017-02-24
ACC101439,Account_1439,Asset,Cash,Yes,2018-08-09
ACC101440,Account_1440,Liability,Owner Equity,Yes,2015-01-22
ACC101441,Account_1441,Revenue,Owner Equity,Yes,2015-04-13
ACC101442,Account_1442,Equity,Service Revenue,Yes,2020-09-23
ACC101443,Account_1443,Liability,Operating Expense,No,2018-08-24
ACC101444,Account_1444,Asset,Service Revenue,Yes,2020-12-16
ACC101445,Account_1445,Asset,Accounts Receivable,Yes,2019-06-28
ACC101446,Account_1446,Liability,Operating Expense,No,2021-02-12
ACC101447,Account_1447,Equity,Fixed Assets,Yes,2017-12-15
ACC101448,Account_1448,Revenue,Sales Revenue,Yes,2022-04-15
ACC101449,Account_1449,Liability,Accounts Receivable,Yes,2019-10-07
ACC101450,Account_1450,Liability,Accounts Receivable,Yes,2021-08-14
ACC101451,Account_1451,Liability,Accounts Receivable,Yes,2015-03-14
ACC101452,Account_1452,Expense,Inventory,No,2015-07-27
ACC101453,Account_1453,Equity,Accounts Payable,No,2021-07-09
ACC101454,Account_1454,Equity,Accounts Receivable,Yes,2020-10-31
ACC101455,Account_1455,Equity,Service Revenue,Yes,2015-11-27
ACC101456,Account_1456,Revenue,Accounts Payable,Yes,2015-12-31
ACC101457,Account_1457,Expense,Accounts Receivable,Yes,2019-07-01
ACC101458,Account_1458,Liability,Sales Revenue,No,2019-07-24
ACC101459,Account_1459,Revenue,Owner Equity,Yes,2021-11-07
ACC101460,Account_1460,Expense,Operating Expense,Yes,2021-11-14
ACC101461,Account_1461,Revenue,COGS,Yes,2022-10-16
ACC101462,Account_1462,Revenue,Cash,Yes,2018-01-05
ACC101463,Account_1463,Asset,Service Revenue,No,2016-07-17
ACC101464,Account_1464,Liability,Operating Expense,Yes,2016-12-12
ACC101465,Account_1465,Asset,Accounts Receivable,Yes,2015-12-05
ACC101466,Account_1466,Revenue,Accounts Payable,Yes,2019-06-05
ACC101467,Account_1467,Revenue,Operating Expense,Yes,2020-01-22
ACC101468,Account_1468,Liability,Inventory,Yes,2016-12-29
ACC101469,Account_1469,Liability,Service Revenue,Yes,2020-12-06
ACC101470,Account_1470,Equity,Service Revenue,Yes,2019-02-19
ACC101471,Account_1471,Equity,Cash,No,2015-07-06
ACC101472,Account_1472,Asset,Fixed Assets,Yes,2023-02-10
ACC101473,Account_1473,Expense,Operating Expense,Yes,2015-04-03
ACC101474,Account_1474,Equity,Cash,Yes,2018-06-04
ACC101475,Account_1475,Equity,Long-Term Debt,Yes,2018-03-11
ACC101476,Account_1476,Expense,Accounts Payable,Yes,2017-01-26
ACC101477,Account_1477,Revenue,Inventory,Yes,2018-03-04
ACC101478,Account_1478,Revenue,COGS,Yes,2023-01-25
ACC101479,Account_1479,Expense,Operating Expense,Yes,2015-12-05
ACC101480,Account_1480,Asset,Sales Revenue,Yes,2019-11-19
ACC101481,Account_1481,Equity,COGS,Yes,2017-10-19
ACC101482,Account_1482,Equity,Inventory,Yes,2021-08-20
ACC101483,Account_1483,Expense,Inventory,Yes,2018-04-05
ACC101484,Account_1484,Expense,Service Revenue,Yes,2016-08-01
ACC101485,Account_1485,Expense,Accounts Payable,Yes,2016-11-09
ACC101486,Account_1486,Revenue,Fixed Assets,Yes,2015-01-29
ACC101487,Account_1487,Asset,Sales Revenue,Yes,2020-09-10
ACC101488,Account_1488,Equity,Cash,Yes,2015-03-26
ACC101489,Account_1489,Liability,Cash,Yes,2018-11-02
ACC101490,Account_1490,Equity,Owner Equity,No,2021-04-17
ACC101491,Account_1491,Equity,COGS,Yes,2017-10-20
ACC101492,Account_1492,Revenue,Fixed Assets,Yes,2020-08-25
ACC101493,Account_1493,Equity,Accounts Payable,Yes,2019-05-08
ACC101494,Account_1494,Liability,Cash,Yes,2020-07-19
ACC101495,Account_1495,Revenue,Owner Equity,Yes,2019-11-02
ACC101496,Account_1496,Asset,Operating Expense,Yes,2021-06-04
ACC101497,Account_1497,Asset,Inventory,Yes,2020-10-23
ACC101498,Account_1498,Expense,COGS,Yes,2021-07-28
ACC101499,Account_1499,Asset,Cash,Yes,2017-05-08
ACC101500,Account_1500,Asset,Sales Revenue,Yes,2015-07-31
ACC101501,Account_1501,Liability,Owner Equity,Yes,2020-04-02
ACC101502,Account_1502,Liability,Accounts Payable,Yes,2018-05-28
ACC101503,Account_1503,Expense,Operating Expense,Yes,2016-11-27
ACC101504,Account_1504,Equity,Sales Revenue,Yes,2021-07-03
ACC101505,Account_1505,Liability,Sales Revenue,Yes,2016-03-06
ACC101506,Account_1506,Liability,COGS,Yes,2015-03-28
ACC101507,Account_1507,Equity,Long-Term Debt,Yes,2019-06-09
ACC101508,Account_1508,Asset,Accounts Payable,Yes,2021-09-19
ACC101509,Account_1509,Equity,Accounts Payable,Yes,2019-03-04
ACC101510,Account_1510,Expense,Fixed Assets,Yes,2023-02-17
ACC101511,Account_1511,Expense,Owner Equity,Yes,2022-08-03
ACC101512,Account_1512,Expense,Inventory,No,2018-02-26
ACC101513,Account_1513,Expense,Service Revenue,Yes,2020-04-08
ACC101514,Account_1514,Expense,Fixed Assets,Yes,2020-11-16
ACC101515,Account_1515,Equity,COGS,Yes,2015-12-06
ACC101516,Account_1516,Revenue,Cash,Yes,2015-03-16
ACC101517,Account_1517,Asset,Cash,Yes,2017-06-13
ACC101518,Account_1518,Liability,Fixed Assets,Yes,2021-08-09
ACC101519,Account_1519,Revenue,Accounts Payable,Yes,2016-04-10
ACC101520,Account_1520,Liability,Accounts Payable,Yes,2022-05-19
ACC101521,Account_1521,Expense,Accounts Receivable,Yes,2021-12-31
ACC101522,Account_1522,Expense,Service Revenue,Yes,2017-11-15
ACC101523,Account_1523,Equity,Operating Expense,Yes,2019-10-16
ACC101524,Account_1524,Revenue,Service Revenue,No,2016-11-04
ACC101525,Account_1525,Revenue,Operating Expense,Yes,2016-08-06
ACC101526,Account_1526,Equity,Accounts Payable,Yes,2016-06-26
ACC101527,Account_1527,Equity,Inventory,Yes,2015-12-04
ACC101528,Account_1528,Expense,Service Revenue,Yes,2016-12-15
ACC101529,Account_1529,Revenue,Operating Expense,Yes,2017-10-15
ACC101530,Account_1530,Expense,Sales Revenue,Yes,2021-11-27
ACC101531,Account_1531,Revenue,Accounts Receivable,Yes,2017-12-09
ACC101532,Account_1532,Liability,Sales Revenue,Yes,2020-07-18
ACC101533,Account_1533,Equity,Fixed Assets,No,2017-01-10
ACC101534,Account_1534,Equity,Long-Term Debt,Yes,2019-11-06
ACC101535,Account_1535,Asset,Accounts Payable,Yes,2021-10-10
ACC101536,Account_1536,Revenue,Long-Term Debt,Yes,2017-08-14
ACC101537,Account_1537,Equity,Fixed Assets,Yes,2020-11-20
ACC101538,Account_1538,Equity,Service Revenue,Yes,2018-01-02
ACC101539,Account_1539,Revenue,Operating Expense,Yes,2015-04-03
ACC101540,Account_1540,Expense,Service Revenue,Yes,2019-06-28
ACC101541,Account_1541,Equity,Accounts Payable,Yes,2017-07-18
ACC101542,Account_1542,Asset,Operating Expense,Yes,2016-02-27
ACC101543,Account_1543,Revenue,Cash,Yes,2021-11-13
ACC101544,Account_1544,Asset,Cash,Yes,2023-01-16
ACC101545,Account_1545,Asset,Owner Equity,Yes,2015-01-31
ACC101546,Account_1546,Liability,Accounts Payable,Yes,2019-06-01
ACC101547,Account_1547,Liability,COGS,Yes,2018-08-04
ACC101548,Account_1548,Revenue,Long-Term Debt,Yes,2020-07-06
ACC101549,Account_1549,Expense,Accounts Payable,Yes,2017-01-21
ACC101550,Account_1550,Equity,Owner Equity,Yes,2018-10-27
ACC101551,Account_1551,Expense,Operating Expense,Yes,2017-10-20
ACC101552,Account_1552,Equity,Cash,Yes,2019-03-02
ACC101553,Account_1553,Asset,COGS,Yes,2015-09-22
ACC101554,Account_1554,Expense,Sales Revenue,Yes,2015-03-20
ACC101555,Account_1555,Expense,Inventory,Yes,2016-09-26
ACC101556,Account_1556,Expense,Owner Equity,No,2016-11-23
ACC101557,Account_1557,Revenue,Cash,Yes,2022-01-11
ACC101558,Account_1558,Revenue,Cash,No,2022-08-08
ACC101559,Account_1559,Revenue,COGS,Yes,2020-11-22
ACC101560,Account_1560,Equity,Sales Revenue,Yes,2020-06-29
ACC101561,Account_1561,Equity,Accounts Receivable,Yes,2015-04-27
ACC101562,Account_1562,Liability,Operating Expense,Yes,2019-02-21
ACC101563,Account_1563,Equity,Sales Revenue,Yes,2022-06-29
ACC101564,Account_1564,Liability,Operating Expense,Yes,2015-07-28
ACC101565,Account_1565,Revenue,Cash,Yes,2016-09-28
ACC101566,Account_1566,Liability,Long-Term Debt,Yes,2022-04-16
ACC101567,Account_1567,Revenue,Fixed Assets,No,2017-08-07
ACC101568,Account_1568,Expense,Accounts Receivable,Yes,2015-04-30
ACC101569,Account_1569,Liability,Accounts Receivable,Yes,2021-09-28
ACC101570,Account_1570,Asset,COGS,Yes,2017-07-13
ACC101571,Account_1571,Asset,Fixed Assets,Yes,2016-08-08
ACC101572,Account_1572,Equity,Service Revenue,Yes,2015-01-04
ACC101573,Account_1573,Asset,Fixed Assets,Yes,2018-03-06
ACC101574,Account_1574,Liability,Operating Expense,Yes,2018-12-27
ACC101575,Account_1575,Asset,Accounts Payable,Yes,2022-03-04
ACC101576,Account_1576,Equity,Inventory,Yes,2022-01-06
ACC101577,Account_1577,Expense,Service Revenue,Yes,2015-02-07
ACC101578,Account_1578,Equity,Operating Expense,Yes,2019-10-21
ACC101579,Account_1579,Expense,Inventory,Yes,2018-06-27
ACC101580,Account_1580,Liability,Fixed Assets,Yes,2015-06-15
ACC101581,Account_1581,Expense,Owner Equity,Yes,2017-12-17
ACC101582,Account_1582,Revenue,COGS,Yes,2022-02-22
ACC101583,Account_1583,Revenue,COGS,Yes,2015-10-22
ACC101584,Account_1584,Revenue,COGS,Yes,2021-11-30
ACC101585,Account_1585,Asset,Accounts Payable,Yes,2021-06-12
ACC101586,Account_1586,Revenue,Inventory,Yes,2021-01-15
ACC101587,Account_1587,Asset,Long-Term Debt,Yes,2021-08-21
ACC101588,Account_1588,Revenue,Fixed Assets,Yes,2017-06-07
ACC101589,Account_1589,Expense,Service Revenue,Yes,2015-12-19
ACC101590,Account_1590,Equity,Service Revenue,Yes,2017-09-07
ACC101591,Account_1591,Asset,Service Revenue,Yes,2020-06-11
ACC101592,Account_1592,Expense,Long-Term Debt,Yes,2018-06-16
ACC101593,Account_1593,Revenue,Inventory,Yes,2015-11-24
ACC101594,Account_1594,Expense,Owner Equity,Yes,2015-08-05
ACC101595,Account_1595,Equity,COGS,Yes,2019-12-07
ACC101596,Account_1596,Asset,Inventory,Yes,2020-01-26
ACC101597,Account_1597,Liability,Accounts Payable,Yes,2020-05-27
ACC101598,Account_1598,Liability,Inventory,Yes,2017-02-06
ACC101599,Account_1599,Expense,COGS,Yes,2015-09-24
ACC101600,Account_1600,Liability,Inventory,Yes,2015-10-23
ACC101601,Account_1601,Equity,Inventory,Yes,2016-02-29
ACC101602,Account_1602,Asset,Sales Revenue,Yes,2020-01-19
ACC101603,Account_1603,Revenue,Fixed Assets,Yes,2019-07-10
ACC101604,Account_1604,Expense,Accounts Receivable,No,2018-09-13
ACC101605,Account_1605,Asset,Long-Term Debt,Yes,2020-04-10
ACC101606,Account_1606,Asset,Sales Revenue,Yes,2021-11-19
ACC101607,Account_1607,Liability,Fixed Assets,Yes,2015-07-25
ACC101608,Account_1608,Liability,Accounts Receivable,Yes,2015-08-25
ACC101609,Account_1609,Liability,Inventory,Yes,2019-03-30
ACC101610,Account_1610,Asset,Fixed Assets,Yes,2021-10-18
ACC101611,Account_1611,Expense,Service Revenue,Yes,2021-06-24
ACC101612,Account_1612,Expense,Owner Equity,Yes,2017-11-16
ACC101613,Account_1613,Revenue,Accounts Payable,Yes,2018-09-18
ACC101614,Account_1614,Expense,COGS,No,2020-04-17
ACC101615,Account_1615,Revenue,Accounts Payable,Yes,2021-04-16
ACC101616,Account_1616,Revenue,Cash,Yes,2022-09-08
ACC101617,Account_1617,Asset,Cash,Yes,2015-09-08
ACC101618,Account_1618,Revenue,Cash,Yes,2017-01-30
ACC101619,Account_1619,Liability,Fixed Assets,Yes,2015-10-03
ACC101620,Account_1620,Equity,Inventory,Yes,2016-03-11
ACC101621,Account_1621,Expense,Operating Expense,Yes,2022-03-10
ACC101622,Account_1622,Asset,Sales Revenue,Yes,2017-12-25
ACC101623,Account_1623,Asset,Accounts Receivable,Yes,2019-07-08
ACC101624,Account_1624,Asset,Fixed Assets,Yes,2020-05-29
ACC101625,Account_1625,Revenue,Accounts Receivable,Yes,2017-03-13
ACC101626,Account_1626,Equity,Owner Equity,Yes,2022-01-08
ACC101627,Account_1627,Revenue,Fixed Assets,Yes,2023-02-17
ACC101628,Account_1628,Expense,Accounts Receivable,Yes,2021-03-14
ACC101629,Account_1629,Equity,Inventory,Yes,2016-12-02
ACC101630,Account_1630,Revenue,Sales Revenue,Yes,2015-10-17
ACC101631,Account_1631,Asset,Operating Expense,Yes,2018-10-03
ACC101632,Account_1632,Expense,Sales Revenue,Yes,2015-11-18
ACC101633,Account_1633,Equity,Long-Term Debt,Yes,2020-04-22
ACC101634,Account_1634,Revenue,Cash,Yes,2020-02-01
ACC101635,Account_1635,Liability,Accounts Receivable,Yes,2018-09-04
ACC101636,Account_1636,Expense,Accounts Receivable,Yes,2017-03-02
ACC101637,Account_1637,Asset,Service Revenue,Yes,2017-01-16
ACC101638,Account_1638,Expense,Service Revenue,Yes,2015-11-22
ACC101639,Account_1639,Equity,Fixed Assets,Yes,2019-10-18
ACC101640,Account_1640,Liability,Long-Term Debt,Yes,2017-12-25
ACC101641,Account_1641,Expense,Long-Term Debt,Yes,2018-05-02
ACC101642,Account_1642,Equity,Accounts Receivable,Yes,2016-09-23
ACC101643,Account_1643,Liability,Owner Equity,Yes,2022-12-22
ACC101644,Account_1644,Asset,Sales Revenue,Yes,2019-10-26
ACC101645,Account_1645,Asset,Accounts Receivable,Yes,2021-06-28
ACC101646,Account_1646,Asset,Sales Revenue,Yes,2015-08-21
ACC101647,Account_1647,Revenue,Cash,Yes,2019-07-31
ACC101648,Account_1648,Asset,COGS,Yes,2020-07-26
ACC101649,Account_1649,Equity,Accounts Receivable,Yes,2019-08-22
ACC101650,Account_1650,Equity,Owner Equity,Yes,2016-09-18
ACC101651,Account_1651,Equity,Service Revenue,Yes,2019-06-28
ACC101652,Account_1652,Liability,Accounts Payable,Yes,2015-05-27
ACC101653,Account_1653,Asset,Long-Term Debt,Yes,2017-12-24
ACC101654,Account_1654,Asset,Service Revenue,Yes,2022-08-05
ACC101655,Account_1655,Equity,Long-Term Debt,Yes,2017-07-24
ACC101656,Account_1656,Revenue,Long-Term Debt,No,2015-06-14
ACC101657,Account_1657,Revenue,Owner Equity,Yes,2019-03-04
ACC101658,Account_1658,Equity,Inventory,Yes,2020-01-09
ACC101659,Account_1659,Revenue,Cash,Yes,2018-05-18
ACC101660,Account_1660,Equity,Fixed Assets,Yes,2021-12-20
ACC101661,Account_1661,Equity,Inventory,Yes,2015-04-29
ACC101662,Account_1662,Asset,Long-Term Debt,Yes,2020-07-27
ACC101663,Account_1663,Revenue,Accounts Payable,Yes,2020-05-13
ACC101664,Account_1664,Equity,Accounts Payable,Yes,2018-11-04
ACC101665,Account_1665,Asset,COGS,Yes,2018-11-03
ACC101666,Account_1666,Revenue,Service Revenue,Yes,2016-04-03
ACC101667,Account_1667,Liability,Sales Revenue,Yes,2020-05-11
ACC101668,Account_1668,Equity,Owner Equity,Yes,2018-09-26
ACC101669,Account_1669,Equity,Sales Revenue,Yes,2017-04-02
ACC101670,Account_1670,Revenue,Sales Revenue,Yes,2019-12-08
ACC101671,Account_1671,Equity,Long-Term Debt,Yes,2020-02-20
ACC101672,Account_1672,Liability,Owner Equity,Yes,2017-02-05
